"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Australia","AUS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1807.45876560568","1874.62527125417","1851.32055757767","1963.53680046189","2127.56690159395","2276.96833109088","2339.28519092229","2575.0505648752","2718.59046693813","2985.57959848279","3298.32093221435","3488.22090890723","3941.48257477806","4760.85143381892","6470.15797510819","6989.00048977555","7470.46078354376","7759.00875561532","8235.00580857388","9274.32273415878","10187.7966672405","11828.0652050747","12760.8519255709","11512.0918860392","12431.3049608089","11436.4475431564","11363.97745279","11627.7945298286","14262.3034211614","17810.6146201577","18221.1049942874","18840.6404411854","18594.6492836738","17661.6588703519","18083.1384996224","20364.249696919","21921.7798964759","23526.2866449399","21341.729647743","20537.4718378955","21666.9516807638","19496.6387106527","20062.2211406856","23445.1867600691","30449.6196474156","33995.8516729703","36100.558521619","40976.4521926747","49650.4175356324","42702.1982785315","51801.0489492732","62133.6107826902","67511.8249630025","67473.0337959731","61886.9587854566","",
"Austria","AUT","GDP per capita (current US$)","NY.GDP.PCAP.CD","935.460426850415","1031.8150043291","1087.8342434189","1167.00053244585","1269.41258289256","1374.53213986075","1486.96860600566","1569.66718289967","1677.67352804272","1825.38612552124","2053.80812470636","2375.24111700412","2917.00717961481","3881.35088453534","4619.60247425541","5272.88822441891","5664.70739145566","6794.22463059566","8185.7021717148","9770.16598717045","10843.357341503","9362.64456216525","9387.67615137671","9514.43429609926","8969.40171617556","9149.99914451456","13051.5528522155","16353.2747565676","17536.2698233884","17426.8600046559","21628.7536265631","22356.921090449","24820.2285445525","24023.5150180941","25584.9187657315","30252.7946924041","29742.436971359","26646.8867693574","27289.632102852","27116.6720799312","24517.2651460415","24489.7377566869","26351.3814991077","32102.9263831301","36693.3995817902","38242.0500749095","40430.993614499","46586.6486029444","51386.3784114246","47654.1938696155","46593.3892166807","51130.9690458124","48348.2259628237","50513.385418198","51127.0761558121","",
"Azerbaijan","AZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.324491677","1209.23749284959","676.15151145252","530.090379806798","436.19055858199","397.198116117247","409.216745216782","505.560573228931","561.910301735455","573.8902561721","655.097432602586","703.671250439944","763.101212220367","883.614008967961","1045.02641527642","1578.36733030667","2473.08577636837","3851.43786871172","5574.60380218613","4950.29479142375","5842.80578358576","7189.69122920765","7393.77187697623","7811.6214184582","7884.19023556968","",
"Burundi","BDI","GDP per capita (current US$)","NY.GDP.PCAP.CD","70.3330737707859","71.4694334374862","73.7603276547671","78.8741608924455","86.5716236984791","51.6379367564512","52.4574885176544","55.1129068759763","55.2253855904549","56.0591138522018","70.2125072071903","72.0842713833349","69.5746444664999","84.941087559126","95.2752476613958","114.492166738147","119.746103187866","143.128439579294","155.754575464183","194.702881308037","222.880615514258","228.566369780562","232.437225253669","241.368333855576","213.454201973263","240.87078783205","243.440247406735","221.4835184195","204.838717333417","204.222061777071","201.68765625488","202.693440329919","183.717320379283","155.921602701832","150.802805223128","160.349989322905","137.214102710322","151.532104309971","137.251502794512","121.997730782136","128.635536499035","126.217081308673","115.279879512502","106.016974729214","119.460135012836","140.815139937812","154.924532791526","159.265473887694","182.687796116928","190.394208825056","214.230985038468","240.614477099717","244.196481999352","259.365202591253","286.0023420361","",
"Belgium","BEL","GDP per capita (current US$)","NY.GDP.PCAP.CD","1273.69165910289","1350.19767333123","1438.5232330684","1535.02372901043","1701.84627554319","1835.59476553194","1957.62608042762","2086.63600544654","2222.36151051913","2458.08182003773","2776.42487380848","3094.67420552105","3846.23240541953","4919.63311030286","5755.64580640589","6726.90476824479","7270.64555391197","8459.05541284299","10328.9701632401","11855.6053720148","12913.0065871804","10663.2678370953","9379.45593474759","8879.93437268439","8489.4879942744","8784.15601859145","12216.4005349153","15193.5189429283","16453.5363873551","16588.0125039677","20678.8519440566","21121.8183140291","23461.6678605014","22368.8285003478","24300.7853013218","28522.0745495474","27646.0485374074","24957.5575156103","25465.253257399","25391.7353289673","23151.9537440851","23078.4180600078","25006.7913546241","30702.5134923725","35547.5358635613","36927.9990776057","38936.3309077166","44449.6890600822","48561.3563991367","44999.2015813962","44360.9016865863","47801.5969046154","44818.045053451","46927.2489775851","47516.5211364088","",
"Benin","BEN","GDP per capita (current US$)","NY.GDP.PCAP.CD","93.0225849703047","95.566922035481","94.4518743519273","99.8404447581465","104.323758928582","110.132611108649","112.973547109111","112.027640295714","117.02246277049","116.18850639076","114.736663558291","112.745518137271","135.008671813339","162.17494312758","174.170725548131","207.440589743143","208.760440105406","218.529290640826","263.631078085132","327.823149913559","377.95663605547","337.794506776766","322.478807311076","270.767092550073","252.435659758903","243.911509469758","302.665570345977","343.679165300176","345.809264951888","310.632725808427","391.893446787344","383.295362370352","315.21828680894","407.450188044792","276.15912106883","362.470949452067","382.285440637426","356.578260501566","375.024106515743","369.244974807324","339.47302569738","348.33454952624","378.658708432958","464.046143046103","511.292978882298","532.610998244811","557.229411192902","632.993877204685","739.226101975219","712.530062783588","690.002281084204","745.42266061753","750.581082563969","804.789260458713","825.30618380063","",
"Burkina Faso","BFA","GDP per capita (current US$)","NY.GDP.PCAP.CD","68.4247060632417","71.5582093322122","76.5206268252379","78.3721187055042","80.4727351807135","81.7251312881945","82.5456368946943","84.3631491509386","84.7330649398879","86.5202424138862","81.4999421514281","84.287844467829","99.3267981275954","113.780507595989","124.358968684245","152.728145667727","155.648997960296","176.783312412316","225.941617941018","262.075891796203","282.685859596399","254.230853466816","245.094668199586","217.994691451055","193.843188807625","200.894292532044","256.762448311738","291.131856585114","313.061853631572","304.853367718606","351.979362800102","346.410442780194","240.963403226136","244.127150168696","193.070275634349","235.832244046072","249.358755868197","229.488061295294","255.709631027055","267.186160930964","226.801607824507","235.507932487751","260.808434035691","332.423768678194","371.39519613887","406.998837384044","422.479937975237","474.710945144576","569.014263800778","551.843240912558","574.458089293656","665.807446693793","673.026783425407","709.782812796781","713.106377857821","",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","88.689453405031","97.1411475047716","99.5758024053054","101.260148141132","99.5033311872781","105.787309789847","111.653724047548","121.652656343788","121.516964939228","133.564535498788","138.245986045206","131.770232688441","93.0510024546372","117.494998991054","178.402727721428","272.234090785738","138.25771376191","128.692946867669","172.834813395695","196.936795248792","222.636620338788","242.816853432856","216.173670196152","199.356009557108","209.771688318518","239.513836321076","228.64127691475","250.798149547845","263.734115691973","269.129091875225","294.563691144637","285.296976044023","285.69780982501","292.364526253417","291.325867935804","320.361927718849","383.829955081784","390.407905394037","396.169649473801","398.229546291623","406.531740491075","403.594546213657","401.708153328187","434.046563233432","462.274879844841","485.852888073473","495.853780201055","543.082263122362","618.075883559283","683.614422272329","760.331935200195","838.547801702232","858.933362587621","954.396399715624","1092.66815238462","",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2261.41712915731","2255.76116944755","2220.82321934829","1897.07860180343","1943.06257126384","1959.93870070963","2261.75772687619","3168.86518947175","2561.10870210636","2449.80080897103","2377.33589352945","1267.73437541485","1214.48497083268","1278.51723706586","1149.37806329125","1554.7218000814","1208.95216837851","1346.93679558227","1772.03420708875","1663.67670228101","1634.42465324938","1783.45484542102","2077.06398589677","2697.15736009393","3331.0909433945","3785.57447447914","4370.63907587244","5783.39921809111","7115.91182378972","6738.10035151938","6580.81387480713","7588.80894188031","7198.51846143873","7498.83148441441","7712.76391092975","",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8537.59748485602","9269.14598373647","9446.15825317363","9421.45225545069","9590.77755985032","8706.82910949906","7041.4884372587","7554.71365063147","7958.11517940222","8030.25388888066","8528.75999414631","9057.56361576132","9088.63153210594","9707.5672135327","10138.4748557683","10376.3645268478","10523.0818022674","10620.3437115969","10005.5028561619","10331.0113023561","13590.882509785","12917.73905917","13279.3989706442","14542.0028039078","16275.6132856988","18418.0726743768","19669.3195545631","21167.6187062133","23043.0253174017","19166.7082382358","20386.0175551116","22238.7119502059","23063.1322870426","24378.9448284188","24868.3774949536","",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1550.33744047378","1651.45930249297","1752.95312415173","1867.12402760177","1994.54030327936","2144.90758772135","2322.97564064023","2556.86885976578","2804.66982397848","3215.44758147698","3179.23882125859","3297.92312514738","3322.57484087178","3696.64277173823","3416.58697871927","3156.46805942334","3328.58142609056","3617.12273866415","4130.79186744148","5531.9897300498","6338.64995727713","6622.43969471319","7165.13449097719","7695.0063281302","8873.73052309405","9888.61575565441","10339.4777779636","11150.7816640714","11381.9594791094","12157.7892041055","12350.8804781187","11914.8121340242","11682.1288603818","11402.651522136","11812.1223763424","12239.8278071469","12717.0603822518","17288.0565080427","18456.9907672364","20505.947433679","21241.1653927108","21497.3081566811","22505.4047934793","22008.4337005989","21995.5199216219","23405.8795479327","23721.1562800587","24306.1424243044","23657.365306222","22043.0125711709","21920.5165867583","21514.8986531628","22112.6083547268","22315.6036533886","22217.4941392075","",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.559603752722","481.165044916593","731.12096965926","971.546073154129","1090.25709279642","1238.17338507275","1451.66400183674","1512.99298474331","1746.48638346723","2192.64707824367","2619.75325753727","2844.3919876001","3269.54852750442","4020.67230215971","4873.206648014","4498.72297054702","4392.79262538464","4779.99930106717","4415.92359172449","4668.80407581571","4805.24394746259","",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1704.74030406477","1747.43867127761","1666.22751294157","1590.03540902938","1460.01754360249","1370.67270975184","1452.44700181708","1396.50216637274","1511.77026798131","1209.61488077994","1273.0491239487","1244.4419967652","1479.46532113219","1819.4790277163","2378.37489391196","3126.36777779462","3848.58620300891","4735.95688918873","6376.17311491284","5176.04470138203","5818.8548592158","6305.77366247653","6721.83490773968","7722.12335060436","8040.04755697133","",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","304.910281976866","316.416952860022","327.116962538092","336.941835317105","351.16511569659","377.587202071","406.109123118211","420.405759687826","386.953246279211","396.657641745934","435.701177855331","474.448020980439","519.571673751996","605.933440702651","786.075060199746","885.977909938703","717.05078787452","858.815542626888","980.773105373744","1074.24915786792","1351.01386740293","1307.21168832929","1183.1839364216","1212.93800539084","1315.31351735665","1268.22139755997","1343.6928702011","1586.39560363916","1758.97221058511","1979.34267182646","2202.32255587784","2326.83372835863","2666.43183186583","2832.57672747514","2879.64081357411","2995.87243068776","3001.16696462836","2952.0509187394","2991.33892630564","3064.99765713903","3363.16070388821","3419.13082525129","3557.0910977033","3679.79281542143","3831.60983030588","3933.2343731798","4187.23288999866","4324.83101711444","4470.22079597603","4258.84287648324","4344.13666906088","4517.12399716883","4674.29337673407","4719.13795457781","","",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.4021189224","1961.5381692465","2020.38596503345","2020.26524752445","2199.72700691179","2282.21654616239","2630.85046632946","2982.74970426108","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3095169516","28669.6822595785","30900.6948905109","31476.0631153068","33989.7223579821","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270036","70359.3191088798","75882.0338560339","83912.6977976846","90849.5869806436","93605.7481653976","88463.3128161375","88207.3275597322","85973.158416455","85458.455507886","85748.0654143782","","",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","152.461763245467","162.695618994955","174.493431450859","184.275440828384","203.601251487559","223.278329931788","239.375088978296","255.847906060574","210.189792902568","218.556098321273","225.748498964155","238.111441529433","267.686580073884","263.210557184339","428.432426816122","480.05057258457","533.627553480942","616.667074001523","702.42917985377","808.419120612455","811.777331534058","1031.51634204345","958.687246673424","909.847455690235","1013.80043762637","865.690250003079","624.715420030979","672.5651748986","697.370560078149","701.464614137124","709.948654147923","764.139197975003","791.377259166791","788.402833533131","806.217636149687","887.460894639671","958.471629023158","1006.97176490724","1058.71258957277","1012.50827881697","1006.99635479796","958.233413358494","913.575853422027","917.367903686128","978.334757576746","1046.43270778732","1233.59297372996","1389.6317502607","1736.92401415151","1776.85718962366","1981.16010525701","2376.2627114104","2640.46670195538","2942.43853564051","3235.76952937971","",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","209.198785141057","203.955154168234","258.757668537358","290.058284142306","259.46696881361","259.004151944951","312.881907370059","344.294511940043","371.393097075169","400.262859102772","440.993106479423","500.034112160673","580.488495346914","767.309851560698","993.289641397967","1140.90114958784","1374.53575801578","1548.39826679879","1723.13723468198","1885.09105721359","1923.28261522068","2106.67895660717","2199.70199279872","1551.7730360357","1560.45578861982","1629.26490916087","1919.86480364385","2064.65401141126","2276.24055609996","2879.49987028576","3071.62795314411","2663.78644675368","2513.63793420926","2777.34823921839","3482.52981637412","4827.3276088213","5163.26581269664","5279.15047521616","5083.62649492544","3476.08082627846","3738.71941172048","3136.49673342472","2810.23078960121","3044.25502669162","3597.97883565313","4733.18354621717","5809.11787396558","7241.07895012793","8700.61333873505","8462.38911706762","11124.0768823607","13042.1977016266","11922.7046780253","11711.0633373135","11384.6181369448","",
"Barbados","BRB","GDP per capita (current US$)","NY.GDP.PCAP.CD","378.389988950333","402.360352824959","416.837599880138","466.991138926899","462.095276971626","487.23959458854","523.667393931114","579.425787634249","578.838865256599","648.982182412751","759.900689562774","849.908468193461","966.628037404155","1171.9445966663","1392.38691439253","1634.57050784339","1761.49699292987","1990.13855041626","2211.19533378892","2668.69713767049","3411.77116825489","3741.7011414333","3897.8308500377","4127.31991450184","4486.494742896","4681.69002147847","5124.16180284999","5623.50316796072","5960.35138924769","6567.34031683186","7770.81492154398","7681.80519314314","7440.95749549934","7777.49502448036","8148.38205856302","8536.9591579861","9069.23672150133","9549.9294409199","10727.635410568","11200.4755646369","11560.6400877564","11498.0087629209","11671.6210093598","12014.9415450615","12851.7600360319","14201.8809326565","15646.815008726","16461.8292691759","16569.6049618665","16526.2545517227","15901.4329353355","15530.8942915589","15317.1390013495","15153.8213753482","15343.3552120827","",
"Brunei Darussalam","BRN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","1112.31646579174","1235.53648581197","1233.85201967428","1360.84557401073","1301.40294401871","1380.4168636732","1455.41556811196","1909.37812560648","2924.97317821846","6953.44464290679","7265.61922434297","8506.9095882165","9968.13572734352","10765.3193588604","15010.6539329407","25530.4130799064","21925.7886548709","20795.0431161879","18227.2244857442","17439.5812149899","15797.4820020055","10280.7661871402","11672.4444351079","11084.3153498771","11954.4001284756","13701.8970422471","14002.1071342971","15381.3139100223","14678.0715929009","14220.6363441058","16046.9815826138","16913.9353639107","16779.3384713214","12784.7662234822","14205.7737205539","18154.8349324604","16616.798045418","17016.9434933055","18758.9808946915","22131.9460641106","26337.957673401","31157.0348736991","32707.6680643732","37799.2824746714","27727.0668180036","31453.0059440482","41786.5888872866","41808.7567763956","39152.3084767613","41344.0400895904","",
"Bhutan","BTN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","328.807849422011","345.355341689799","342.862516058462","372.279756455442","371.085295355943","367.193667557235","415.935783700935","505.402620817371","548.971959845385","521.364502033445","559.821618551415","467.656869984625","474.912863588061","453.389092258286","529.54848858519","595.510413390227","617.554770905769","702.538984401936","706.562039136533","764.124259869364","778.391266016094","820.202858862514","897.445333164014","1009.00623184688","1107.92059564068","1257.54935298307","1346.08577480046","1755.16170904287","1810.57617704401","1786.81067200588","2201.29307778936","2485.78705216849","2452.15158793741","2360.42151729176","2380.90696155","",
"Botswana","BWA","GDP per capita (current US$)","NY.GDP.PCAP.CD","58.0338469270038","61.3195383507034","64.8101459219748","67.500890877527","71.8068329390829","76.8600293853464","83.9638217250308","92.8950018171957","101.806320032479","115.240512882971","138.875009767879","177.35753816749","223.389375651199","319.042672222723","386.169321550818","432.063486348857","435.697998508272","508.705246927676","639.449991548963","854.329100699976","1064.79644189907","1039.43516750613","948.581223716131","1058.82702716151","1083.95606601389","942.38224365561","1139.91856834602","1558.81328846474","2034.12120929581","2301.68118402236","2747.2084431793","2776.48257168812","2839.16331892689","2772.76138110268","2767.30683851207","3001.09541008077","3007.61663565954","3050.26422452208","2854.6869123537","3210.23517789821","3333.16920740781","3114.63849308927","3044.12702144999","4149.01739652151","4879.47257287484","5327.90102715923","5322.20680847776","5666.64251338371","5561.89134724557","5115.10911563177","6244.006548817","7504.8512223583","6935.59527110914","6882.25958713148","7123.34226744119","",
"Central African Republic","CAF","GDP per capita (current US$)","NY.GDP.PCAP.CD","74.5962912057507","80.5206961826424","79.9680688318881","81.5878290874955","87.8588066127207","91.3222074332952","93.8454206170209","95.3244020285758","109.253011897717","104.923812111886","103.40979665013","108.030590664314","121.175167273652","139.973914397908","142.410558228784","187.698997448999","218.841174428429","240.606174344295","282.826656867348","316.531254936892","350.490281657129","296.891764489363","310.285094887572","264.991085950107","249.301396547741","329.162646318737","416.995508088169","436.539738359249","450.186953959709","429.790362270361","490.399539323896","457.455284053377","457.058306647324","403.29314407413","261.602139261106","334.36545934832","294.920413969793","268.086232192245","270.430757142527","273.581343693931","245.434393755454","245.563270273979","256.850607454959","290.509651306025","318.483789003629","332.946613052235","357.083003271421","404.113181854386","463.82761863065","454.369316916856","446.800204552837","484.583218122008","469.684287056822","327.898960944648","371.109623653576","",
"Canada","CAN","GDP per capita (current US$)","NY.GDP.PCAP.CD","2294.56881421577","2231.2938237478","2255.23004413036","2354.83912197975","2529.5181790541","2739.58584928189","3010.70590757947","3173.07619352225","3411.06015434457","3703.99040525529","4115.65718916755","4579.27309272646","5133.78609607495","5861.66106010579","7032.7481043659","7478.53452988282","8770.3484465828","8879.22280617027","9082.20965358018","9997.19819319152","11118.4841181593","12279.0603568666","12437.6250884183","13368.9067398958","13768.8791019052","13991.2145509173","14335.7438678744","16158.9874251888","18814.5645471792","20586.5575115274","21302.396912001","21591.1391612209","20692.7220252261","19936.3770646304","19785.6790398347","20509.0030863168","21129.4354271046","21709.2963371821","20875.2483089147","22109.6039862186","24031.9512017887","23573.7500651106","23995.0163265338","28026.0060130447","31830.0118713303","36028.2324902754","40243.5522837141","44328.4753768925","46400.4418456756","40764.1413468899","47463.6311923649","52086.533524627","52733.4736890102","52305.2583938465","50271.0748713888","",
"Central Europe and the Baltics","CEB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2319.43571319838","2206.11516351812","2369.58642838761","2497.21607865007","2833.95661981369","3500.53057535846","3757.74458956536","3737.66815435916","4110.96663565827","3984.50830731295","3973.4042212618","4377.14638949899","4949.91669986345","5944.22036701372","7140.88588193785","8304.81760769352","9418.23522219767","11919.438707445","14394.0882728979","12111.8247644828","12471.7595651207","13776.0192290142","12905.0973128411","13673.8527651363","14091.4232450739","",
