9.124110760000000000e+08 1.000000000000000000e+00 1.000000000000000000e+01
9.124110950000000000e+08 1.000000000000000000e+00 7.000000000000000000e+00
9.124111130000000000e+08 1.000000000000000000e+00 6.000000000000000000e+00
9.124111300000000000e+08 1.000000000000000000e+00 5.000000000000000000e+00
9.124111460000000000e+08 1.000000000000000000e+00 4.000000000000000000e+00
9.124111650000000000e+08 1.000000000000000000e+00 3.000000000000000000e+00
9.124111820000000000e+08 4.960000000000000000e+02 3.000000000000000000e+00
9.124111990000000000e+08 1.000000000000000000e+03 1.500000000000000000e+02
9.124112210000000000e+08 1.006000000000000000e+03 3.680000000000000000e+02
9.124112400000000000e+08 1.012000000000000000e+03 5.310000000000000000e+02
9.124112580000000000e+08 1.015000000000000000e+03 6.470000000000000000e+02
9.124112770000000000e+08 1.018000000000000000e+03 7.400000000000000000e+02
9.124113010000000000e+08 1.020000000000000000e+03 8.110000000000000000e+02
9.124113190000000000e+08 1.021000000000000000e+03 8.640000000000000000e+02
9.124113400000000000e+08 1.023000000000000000e+03 9.040000000000000000e+02
9.124113610000000000e+08 1.023000000000000000e+03 9.340000000000000000e+02
9.124113790000000000e+08 1.023000000000000000e+03 9.570000000000000000e+02
9.124113970000000000e+08 1.023000000000000000e+03 9.730000000000000000e+02
9.124114210000000000e+08 1.023000000000000000e+03 9.860000000000000000e+02
9.124114390000000000e+08 1.023000000000000000e+03 9.960000000000000000e+02
9.124114570000000000e+08 1.023000000000000000e+03 1.003000000000000000e+03
9.124114810000000000e+08 1.023000000000000000e+03 1.009000000000000000e+03
9.124115000000000000e+08 1.023000000000000000e+03 1.013000000000000000e+03
9.124115180000000000e+08 1.023000000000000000e+03 1.017000000000000000e+03
9.124115420000000000e+08 1.023000000000000000e+03 1.019000000000000000e+03
9.124115610000000000e+08 1.023000000000000000e+03 1.021000000000000000e+03
9.124115790000000000e+08 1.023000000000000000e+03 1.022000000000000000e+03
9.124116030000000000e+08 1.023000000000000000e+03 1.023000000000000000e+03
9.124116220000000000e+08 1.023000000000000000e+03 1.023000000000000000e+03
9.124116400000000000e+08 2.200000000000000000e+01 1.023000000000000000e+03
9.124116620000000000e+08 1.700000000000000000e+01 8.230000000000000000e+02
9.124116810000000000e+08 1.300000000000000000e+01 6.170000000000000000e+02
9.124116980000000000e+08 1.000000000000000000e+01 4.620000000000000000e+02
9.124117190000000000e+08 8.000000000000000000e+00 3.470000000000000000e+02
9.124117380000000000e+08 6.000000000000000000e+00 2.600000000000000000e+02
9.124117550000000000e+08 5.000000000000000000e+00 1.960000000000000000e+02
9.124117720000000000e+08 3.000000000000000000e+00 1.470000000000000000e+02
9.124117920000000000e+08 3.000000000000000000e+00 1.110000000000000000e+02
9.124118120000000000e+08 2.000000000000000000e+00 8.300000000000000000e+01
9.124118290000000000e+08 2.000000000000000000e+00 6.300000000000000000e+01
9.124118460000000000e+08 2.000000000000000000e+00 4.700000000000000000e+01
9.124118660000000000e+08 1.000000000000000000e+00 3.600000000000000000e+01
9.124118860000000000e+08 1.000000000000000000e+00 2.800000000000000000e+01
9.124119020000000000e+08 1.000000000000000000e+00 2.100000000000000000e+01
9.124119190000000000e+08 1.000000000000000000e+00 1.600000000000000000e+01
9.124119390000000000e+08 1.000000000000000000e+00 1.300000000000000000e+01
9.124119590000000000e+08 1.000000000000000000e+00 9.000000000000000000e+00
9.124119750000000000e+08 1.000000000000000000e+00 7.000000000000000000e+00
9.124119910000000000e+08 1.000000000000000000e+00 6.000000000000000000e+00
9.124120110000000000e+08 1.000000000000000000e+00 5.000000000000000000e+00
9.124120300000000000e+08 1.000000000000000000e+00 4.000000000000000000e+00
9.124120470000000000e+08 1.000000000000000000e+00 3.000000000000000000e+00
9.124120630000000000e+08 7.440000000000000000e+02 3.000000000000000000e+00
9.124120830000000000e+08 1.000000000000000000e+03 1.640000000000000000e+02
9.124121040000000000e+08 1.007000000000000000e+03 3.790000000000000000e+02
9.124121230000000000e+08 1.012000000000000000e+03 5.390000000000000000e+02
9.124121420000000000e+08 1.016000000000000000e+03 6.600000000000000000e+02
9.124121620000000000e+08 1.018000000000000000e+03 7.510000000000000000e+02
9.124121840000000000e+08 1.020000000000000000e+03 8.190000000000000000e+02
9.124122020000000000e+08 1.022000000000000000e+03 8.700000000000000000e+02
9.124122260000000000e+08 1.023000000000000000e+03 9.080000000000000000e+02
9.124122440000000000e+08 1.023000000000000000e+03 9.370000000000000000e+02
9.124122620000000000e+08 1.023000000000000000e+03 9.590000000000000000e+02
9.124122800000000000e+08 1.023000000000000000e+03 9.750000000000000000e+02
9.124123040000000000e+08 1.023000000000000000e+03 9.880000000000000000e+02
9.124123220000000000e+08 1.023000000000000000e+03 9.970000000000000000e+02
9.124123400000000000e+08 1.023000000000000000e+03 1.004000000000000000e+03
9.124123640000000000e+08 1.023000000000000000e+03 1.010000000000000000e+03
9.124123830000000000e+08 1.023000000000000000e+03 1.014000000000000000e+03
9.124124040000000000e+08 1.023000000000000000e+03 1.017000000000000000e+03
9.124124260000000000e+08 1.023000000000000000e+03 1.019000000000000000e+03
9.124124440000000000e+08 1.023000000000000000e+03 1.021000000000000000e+03
9.124124660000000000e+08 1.023000000000000000e+03 1.022000000000000000e+03
9.124124870000000000e+08 1.023000000000000000e+03 1.023000000000000000e+03
9.124125050000000000e+08 1.023000000000000000e+03 1.023000000000000000e+03
9.124125260000000000e+08 2.200000000000000000e+01 1.023000000000000000e+03
