date/time: .11/02/2014.11:45 a.m.
Run 1

time	(V)	V	(V)
0.028688	-1.668347E-3	1.105137E+0	6.151868E-2
0.028750	-2.175175E-2	1.520716E+0	6.087172E-2
0.028813	-4.183516E-2	2.018910E+0	6.216564E-2
0.028875	-6.191856E-2	2.176629E+0	6.216564E-2
0.028938	-8.200197E-2	1.856183E+0	6.216564E-2
0.029000	-1.071062E-1	1.375514E+0	6.216564E-2
0.029063	-1.221688E-1	1.052564E+0	6.151868E-2
0.029125	-1.422522E-1	8.648022E-1	6.345955E-2
0.029188	-1.522939E-1	7.396278E-1	6.475347E-2
0.029250	-1.648460E-1	6.344814E-1	6.345955E-2
0.029313	-1.824190E-1	5.493628E-1	6.345955E-2
0.029375	-1.949711E-1	4.992931E-1	6.216564E-2
0.029438	-2.075233E-1	4.617408E-1	6.281260E-2
0.029500	-2.175650E-1	4.141745E-1	6.281260E-2
0.029563	-2.250962E-1	3.791257E-1	6.281260E-2
0.029625	-2.376484E-1	3.616013E-1	6.087172E-2
0.029688	-2.502005E-1	3.440769E-1	6.087172E-2
0.029750	-2.652630E-1	3.190420E-1	6.087172E-2
0.029813	-2.803256E-1	2.965106E-1	6.151868E-2
0.029875	-2.853464E-1	2.814897E-1	6.151868E-2
0.029938	-2.953881E-1	2.789862E-1	6.216564E-2
0.030000	-3.104507E-1	2.589583E-1	6.216564E-2
0.030063	-3.204924E-1	2.289165E-1	6.216564E-2
0.030125	-3.280237E-1	1.838537E-1	6.345955E-2
0.030188	-3.330445E-1	1.563153E-1	6.345955E-2
0.030250	-3.355550E-1	1.112526E-1	6.410651E-2
0.030313	-3.355550E-1	6.368632E-2	6.345955E-2
0.030375	-3.355550E-1	1.612006E-2	6.410651E-2
0.030438	-3.355550E-1	-8.914809E-3	6.216564E-2
0.030500	-3.330445E-1	-3.895665E-2	6.216564E-2
0.030563	-3.280237E-1	-8.902640E-2	6.216564E-2
0.030625	-3.204924E-1	-1.190682E-1	6.216564E-2
0.030688	-3.204924E-1	-1.466066E-1	6.087172E-2
0.030750	-3.154716E-1	-1.691380E-1	6.087172E-2
0.030813	-3.129611E-1	-2.167042E-1	6.087172E-2
0.030875	-3.054299E-1	-2.492496E-1	6.022476E-2
0.030938	-2.953881E-1	-2.692775E-1	6.216564E-2
0.031000	-2.853464E-1	-3.018228E-1	6.216564E-2
0.031063	-2.727943E-1	-3.418786E-1	6.216564E-2
0.031125	-2.702839E-1	-3.794309E-1	6.151868E-2
0.031188	-2.527109E-1	-4.019623E-1	6.281260E-2
0.031250	-2.376484E-1	-4.269972E-1	6.475347E-2
0.031313	-2.225858E-1	-4.670530E-1	6.410651E-2
0.031375	-2.025024E-1	-4.995983E-1	6.281260E-2
0.031438	-1.824190E-1	-5.321436E-1	6.475347E-2
0.031500	-1.623356E-1	-5.496680E-1	6.216564E-2
0.031563	-1.472730E-1	-5.897238E-1	6.281260E-2
0.031625	-1.221688E-1	-6.297796E-1	6.216564E-2
0.031688	-9.957495E-2	-6.548145E-1	6.216564E-2
0.031750	-8.200197E-2	-6.848563E-1	6.087172E-2
0.031813	-5.940814E-2	-7.374296E-1	6.151868E-2
0.031875	-4.183516E-2	-8.075272E-1	6.087172E-2
0.031938	-2.426218E-2	-9.001562E-1	6.022476E-2
0.032000	-4.178772E-3	-1.072897E+0	6.087172E-2
0.032063	2.092548E-2	-1.440909E+0	6.216564E-2
0.032125	3.849846E-2	-1.951621E+0	6.087172E-2
0.032188	4.854017E-2	-2.151900E+0	6.216564E-2
0.032250	6.611315E-2	-1.876516E+0	6.281260E-2
0.032313	8.870698E-2	-1.400854E+0	6.345955E-2
0.032375	1.037695E-1	-1.082911E+0	6.475347E-2
0.032438	1.263634E-1	-8.776248E-1	6.345955E-2
0.032500	1.439363E-1	-7.399331E-1	6.475347E-2
0.032563	1.640197E-1	-6.397936E-1	6.216564E-2
0.032625	1.715510E-1	-5.797099E-1	6.151868E-2
0.032688	1.891240E-1	-5.271366E-1	6.216564E-2
0.032750	2.066970E-1	-4.595425E-1	6.216564E-2
0.032813	2.192491E-1	-4.144797E-1	6.216564E-2
0.032875	2.292908E-1	-3.944518E-1	6.151868E-2
0.032938	2.418429E-1	-3.769274E-1	6.022476E-2
0.033000	2.493742E-1	-3.393751E-1	6.087172E-2
0.033063	2.619263E-1	-3.068298E-1	6.087172E-2
0.033125	2.669472E-1	-2.918089E-1	6.281260E-2
0.033188	2.769889E-1	-2.893054E-1	6.216564E-2
0.033250	2.845202E-1	-2.642705E-1	6.216564E-2
0.033313	2.920515E-1	-2.442426E-1	6.216564E-2
0.033375	3.020932E-1	-2.467461E-1	6.410651E-2
0.033438	3.046036E-1	-2.392356E-1	6.410651E-2
0.033500	3.221766E-1	-1.816554E-1	6.345955E-2
0.033563	3.322183E-1	-1.315857E-1	6.410651E-2
0.033625	3.297078E-1	-9.152988E-2	6.216564E-2
0.033688	3.322183E-1	-6.899850E-2	6.216564E-2
0.033750	3.397495E-1	-2.643922E-2	6.281260E-2
0.033813	3.422600E-1	2.363052E-2	6.216564E-2
0.033875	3.447704E-1	5.867934E-2	6.087172E-2
0.033938	3.347287E-1	8.121073E-2	6.087172E-2
0.034000	3.322183E-1	1.187630E-1	6.151868E-2
0.034063	3.271974E-1	1.663293E-1	6.151868E-2
0.034125	3.196661E-1	2.038816E-1	6.022476E-2
0.034188	3.096244E-1	2.214060E-1	6.151868E-2
0.034250	3.020932E-1	2.489444E-1	6.216564E-2
0.034313	2.895410E-1	2.990141E-1	6.216564E-2
0.034375	2.769889E-1	3.290560E-1	6.281260E-2
0.034438	2.619263E-1	3.465804E-1	6.345955E-2
0.034500	2.518846E-1	3.791257E-1	6.410651E-2
0.034563	2.418429E-1	4.166780E-1	6.410651E-2
0.034625	2.292908E-1	4.442164E-1	6.475347E-2
0.034688	2.117178E-1	4.667477E-1	6.410651E-2
0.034750	1.941449E-1	4.892791E-1	6.216564E-2
0.034813	1.790823E-1	3.916431E-1	6.281260E-2
0.034875	1.640197E-1	5.618803E-1	6.281260E-2
0.034938	1.414259E-1	6.394884E-1	6.216564E-2
0.035000	1.213425E-1	6.520058E-1	6.087172E-2
0.035063	1.012591E-1	6.770407E-1	6.151868E-2
0.035125	7.615485E-2	7.120895E-1	6.022476E-2
0.035188	5.356102E-2	7.596557E-1	6.022476E-2
0.035250	3.347761E-2	8.197394E-1	6.216564E-2
0.035313	1.088378E-2	9.549277E-1	6.216564E-2
0.035375	-1.171005E-2	1.225304E+0	6.281260E-2
0.035438	-3.179345E-2	1.726002E+0	6.345955E-2
0.035500	-5.689771E-2	2.179133E+0	6.281260E-2
0.035563	-7.949154E-2	2.156602E+0	6.345955E-2
0.035625	-8.953325E-2	1.693456E+0	6.475347E-2
0.035688	-1.045958E-1	1.247836E+0	6.475347E-2
0.035750	-1.246792E-1	9.699487E-1	6.216564E-2
0.035813	-1.422522E-1	8.022150E-1	6.216564E-2
0.035875	-1.522939E-1	6.970686E-1	6.216564E-2
0.035938	-1.673564E-1	6.044395E-1	6.216564E-2
0.036000	-1.824190E-1	5.368454E-1	6.281260E-2
0.036063	-1.924607E-1	4.867756E-1	6.087172E-2
0.036125	-2.100337E-1	4.542303E-1	6.087172E-2
0.036188	-2.276067E-1	4.191815E-1	6.087172E-2
0.036250	-2.376484E-1	3.841327E-1	6.087172E-2
0.036313	-2.502005E-1	3.540908E-1	6.216564E-2
0.036375	-2.627526E-1	3.465804E-1	6.216564E-2
0.036438	-2.778152E-1	3.315594E-1	6.216564E-2
0.036500	-2.903673E-1	2.915036E-1	6.281260E-2
0.036563	-2.978986E-1	2.714757E-1	6.475347E-2
0.036625	-3.054299E-1	2.614618E-1	6.345955E-2
0.036688	-3.079403E-1	2.414339E-1	6.475347E-2
0.036750	-3.179820E-1	1.863572E-1	6.345955E-2
0.036813	-3.280237E-1	1.488049E-1	6.216564E-2
0.036875	-3.280237E-1	1.212665E-1	6.281260E-2
0.036938	-3.280237E-1	8.621770E-2	6.216564E-2
0.037000	-3.330445E-1	3.865145E-2	6.216564E-2
0.037063	-3.330445E-1	3.602626E-3	6.216564E-2
0.037125	-3.330445E-1	-2.143224E-2	6.087172E-2
0.037188	-3.305341E-1	-4.396363E-2	6.087172E-2
0.037250	-3.355550E-1	-8.902640E-2	6.022476E-2
0.037313	-3.330445E-1	-1.340892E-1	6.022476E-2
0.037375	-3.255133E-1	-1.616275E-1	6.216564E-2
0.037438	-3.179820E-1	-1.816554E-1	6.216564E-2
0.037500	-3.179820E-1	-2.192077E-1	6.216564E-2
0.037563	-3.129611E-1	-2.717810E-1	6.151868E-2
0.037625	-3.004090E-1	-2.968158E-1	6.345955E-2
0.037688	-2.903673E-1	-3.193472E-1	6.475347E-2
0.037750	-2.753047E-1	-3.493891E-1	6.345955E-2
0.037813	-2.577318E-1	-3.944518E-1	6.345955E-2
0.037875	-2.426692E-1	-4.295006E-1	6.410651E-2
0.037938	-2.276067E-1	-4.495285E-1	6.216564E-2
0.038000	-2.125441E-1	-4.770669E-1	6.216564E-2
0.038063	-1.924607E-1	-5.221297E-1	6.216564E-2
0.038125	-1.723773E-1	-5.471645E-1	6.216564E-2
0.038188	-1.497835E-1	-5.621855E-1	6.151868E-2
0.038250	-1.347209E-1	-5.897238E-1	6.087172E-2
0.038313	-1.196584E-1	-6.322831E-1	6.087172E-2
0.038375	-9.957495E-2	-6.698354E-1	6.151868E-2
0.038438	-7.949154E-2	-6.973738E-1	6.087172E-2
0.038500	-5.689771E-2	-7.424365E-1	6.216564E-2
0.038563	-3.681431E-2	-8.200446E-1	6.216564E-2
0.038625	-2.426218E-2	-9.427155E-1	6.216564E-2
0.038688	-1.668347E-3	-1.170533E+0	6.216564E-2
0.038750	2.092548E-2	-1.593622E+0	6.410651E-2
0.038813	4.100889E-2	-2.074292E+0	6.410651E-2
0.038875	6.611315E-2	-2.144389E+0	6.345955E-2
0.038938	8.368613E-2	-1.753845E+0	6.410651E-2
0.039000	1.037695E-1	-1.298211E+0	6.281260E-2
0.039063	1.213425E-1	-1.012813E+0	6.216564E-2
0.039125	1.338946E-1	-8.425760E-1	6.216564E-2
0.039188	1.564885E-1	-7.148982E-1	6.281260E-2
0.039250	1.690406E-1	-6.072482E-1	6.151868E-2
0.039313	1.891240E-1	-5.421576E-1	6.022476E-2
0.039375	1.991657E-1	-4.970948E-1	6.151868E-2
0.039438	2.066970E-1	-4.495285E-1	6.087172E-2
0.039500	2.217595E-1	-3.944518E-1	6.087172E-2
0.039563	2.318012E-1	-3.644100E-1	6.216564E-2
0.039625	2.418429E-1	-3.518925E-1	6.281260E-2
0.039688	2.468638E-1	-3.293612E-1	6.216564E-2
0.039750	2.594159E-1	-3.018228E-1	6.216564E-2
0.039813	2.694576E-1	-2.842984E-1	6.475347E-2
0.039875	2.769889E-1	-2.792914E-1	6.345955E-2
0.039938	2.920515E-1	-2.667740E-1	6.281260E-2
0.040000	3.020932E-1	-2.417391E-1	6.345955E-2
0.040063	3.096244E-1	-2.267182E-1	6.410651E-2
0.040125	3.146453E-1	-2.167042E-1	6.216564E-2
0.040188	3.246870E-1	-1.841589E-1	6.281260E-2
0.040250	3.372391E-1	-1.315857E-1	6.281260E-2
0.040313	3.397495E-1	-7.901245E-2	6.281260E-2
0.040375	3.397495E-1	-4.897060E-2	6.022476E-2
0.040438	3.447704E-1	-1.892876E-2	6.022476E-2
0.040500	3.372391E-1	2.863750E-2	6.151868E-2
0.040563	3.372391E-1	7.870724E-2	6.087172E-2
0.040625	3.322183E-1	1.037421E-1	6.087172E-2
0.040688	3.246870E-1	1.287770E-1	6.216564E-2
0.040750	3.246870E-1	1.738398E-1	6.216564E-2
0.040813	3.121349E-1	2.138955E-1	6.216564E-2
0.040875	3.020932E-1	2.389304E-1	6.216564E-2
0.040938	2.920515E-1	2.514479E-1	6.410651E-2
0.041000	2.769889E-1	2.965106E-1	6.410651E-2
0.041063	2.794993E-1	3.390699E-1	6.475347E-2
0.041125	2.669472E-1	3.616013E-1	6.475347E-2
0.041188	2.493742E-1	3.766222E-1	6.216564E-2
0.041250	2.393325E-1	4.116710E-1	6.216564E-2
0.041313	2.292908E-1	4.517268E-1	6.216564E-2
0.041375	2.117178E-1	4.767617E-1	6.216564E-2
0.041438	1.891240E-1	4.992931E-1	6.216564E-2
0.041500	1.740615E-1	5.869151E-1	6.151868E-2
0.041563	1.564885E-1	6.394884E-1	6.151868E-2
0.041625	1.313842E-1	6.344814E-1	6.022476E-2
0.041688	1.087904E-1	6.469988E-1	6.151868E-2
0.041750	8.870698E-2	6.720337E-1	6.216564E-2
0.041813	6.611315E-2	7.321174E-1	6.281260E-2
0.041875	3.849846E-2	7.871941E-1	6.216564E-2
0.041938	1.841506E-2	8.572917E-1	6.151868E-2
0.042000	-1.668347E-3	1.015011E+0	6.345955E-2
0.042063	-2.426218E-2	1.352982E+0	6.475347E-2
0.042125	-3.681431E-2	1.876211E+0	6.345955E-2
0.042188	-5.940814E-2	2.159105E+0	6.345955E-2
0.042250	-7.698112E-2	1.966337E+0	6.216564E-2
0.042313	-9.957495E-2	1.493177E+0	6.216564E-2
0.042375	-1.071062E-1	1.145193E+0	6.216564E-2
0.042438	-1.246792E-1	9.098650E-1	6.281260E-2
0.042500	-1.422522E-1	7.621592E-1	6.087172E-2
0.042563	-1.573147E-1	6.670267E-1	6.022476E-2
0.042625	-1.748877E-1	5.944256E-1	6.087172E-2
0.042688	-1.899503E-1	5.293349E-1	6.022476E-2
0.042750	-2.025024E-1	4.742582E-1	6.216564E-2
0.042813	-2.175650E-1	4.367059E-1	6.345955E-2
0.042875	-2.376484E-1	4.116710E-1	6.216564E-2
0.042938	-2.451796E-1	3.791257E-1	6.216564E-2
0.043000	-2.602422E-1	3.340629E-1	6.216564E-2
0.043063	-2.727943E-1	3.215455E-1	6.345955E-2
0.043125	-2.778152E-1	3.065246E-1	6.475347E-2
0.043188	-2.853464E-1	2.965106E-1	6.345955E-2
0.043250	-2.953881E-1	2.664688E-1	6.345955E-2
0.043313	-3.054299E-1	2.539513E-1	6.216564E-2
0.043375	-3.129611E-1	2.464409E-1	6.281260E-2
0.043438	-3.154716E-1	2.013781E-1	6.281260E-2
0.043500	-3.230028E-1	1.563153E-1	6.216564E-2
0.043563	-3.280237E-1	1.162595E-1	6.022476E-2
0.043625	-3.280237E-1	9.122468E-2	6.087172E-2
0.043688	-3.380654E-1	5.116888E-2	6.087172E-2
0.043750	-3.405758E-1	1.111309E-2	6.087172E-2
0.043813	-3.455967E-1	-3.144619E-2	6.087172E-2
0.043875	-3.380654E-1	-6.148804E-2	6.216564E-2
0.043938	-3.355550E-1	-9.403337E-2	6.281260E-2
0.044000	-3.380654E-1	-1.340892E-1	6.216564E-2
0.044063	-3.330445E-1	-1.766484E-1	6.216564E-2
0.044125	-3.255133E-1	-2.016833E-1	6.410651E-2
0.044188	-3.154716E-1	-2.267182E-1	6.281260E-2
0.044250	-3.029194E-1	-2.742844E-1	6.410651E-2
0.044313	-2.878569E-1	-3.168437E-1	6.345955E-2
0.044375	-2.803256E-1	-3.318646E-1	6.216564E-2
0.044438	-2.702839E-1	-3.594030E-1	6.151868E-2
0.044500	-2.476901E-1	-3.994588E-1	6.216564E-2
0.044563	-2.326275E-1	-4.370111E-1	6.151868E-2
0.044625	-2.175650E-1	-4.570390E-1	6.087172E-2
0.044688	-1.949711E-1	-4.720599E-1	6.151868E-2
0.044750	-1.874398E-1	-5.121157E-1	6.087172E-2
0.044813	-1.748877E-1	-5.571785E-1	6.087172E-2
0.044875	-1.522939E-1	-5.747029E-1	6.087172E-2
0.044938	-1.322105E-1	-5.947308E-1	6.216564E-2
0.045000	-1.121271E-1	-6.322831E-1	6.216564E-2
0.045063	-9.706452E-2	-6.798494E-1	6.216564E-2
0.045125	-8.451239E-2	-7.274156E-1	6.216564E-2
0.045188	-5.689771E-2	-7.724784E-1	6.345955E-2
0.045250	-3.430388E-2	-8.550935E-1	6.410651E-2
0.045313	-9.199624E-3	-1.002799E+0	6.345955E-2
0.045375	1.088378E-2	-1.318239E+0	6.345955E-2
0.045438	3.347761E-2	-1.833957E+0	6.216564E-2
0.045500	5.356102E-2	-2.206977E+0	6.281260E-2
0.045563	7.866527E-2	-2.074292E+0	6.216564E-2
0.045625	9.874868E-2	-1.563580E+0	6.216564E-2
0.045688	1.163217E-1	-1.168029E+0	6.216564E-2
0.045750	1.338946E-1	-9.251911E-1	6.087172E-2
0.045813	1.464468E-1	-7.849958E-1	6.087172E-2
0.045875	1.539780E-1	-6.773459E-1	6.087172E-2
0.045938	1.740615E-1	-5.822134E-1	6.087172E-2
0.046000	1.891240E-1	-5.146192E-1	6.151868E-2
0.046063	2.016761E-1	-4.745634E-1	6.216564E-2
0.046125	2.066970E-1	-4.370111E-1	6.216564E-2
0.046188	2.217595E-1	-4.044658E-1	6.216564E-2
0.046250	2.318012E-1	-3.619065E-1	6.345955E-2
0.046313	2.443534E-1	-3.493891E-1	6.281260E-2
0.046375	2.594159E-1	-3.318646E-1	6.345955E-2
0.046438	2.744785E-1	-3.068298E-1	6.475347E-2
0.046500	2.845202E-1	-2.842984E-1	6.216564E-2
0.046563	2.920515E-1	-2.692775E-1	6.216564E-2
0.046625	3.020932E-1	-2.667740E-1	6.216564E-2
0.046688	3.121349E-1	-2.442426E-1	6.281260E-2
0.046750	3.221766E-1	-2.242147E-1	6.216564E-2
0.046813	3.297078E-1	-1.891659E-1	6.087172E-2
0.046875	3.347287E-1	-1.566206E-1	6.022476E-2
0.046938	3.372391E-1	-1.165648E-1	6.022476E-2
0.047000	3.397495E-1	-5.898455E-2	6.022476E-2
0.047063	3.422600E-1	-1.892876E-2	6.216564E-2
0.047125	3.422600E-1	8.609601E-3	6.216564E-2
0.047188	3.322183E-1	4.365842E-2	6.216564E-2
0.047250	3.347287E-1	8.872119E-2	6.216564E-2
0.047313	3.297078E-1	1.187630E-1	6.410651E-2
0.047375	3.246870E-1	1.412944E-1	6.345955E-2
0.047438	3.246870E-1	1.788467E-1	6.281260E-2
0.047500	3.171557E-1	2.163990E-1	6.345955E-2
0.047563	3.096244E-1	2.489444E-1	6.151868E-2
0.047625	2.995827E-1	2.689723E-1	6.151868E-2
0.047688	2.920515E-1	2.965106E-1	6.216564E-2
0.047750	2.820098E-1	3.490839E-1	6.216564E-2
0.047813	2.694576E-1	3.841327E-1	6.022476E-2
0.047875	2.543951E-1	4.016571E-1	6.087172E-2
0.047938	2.393325E-1	4.216850E-1	6.022476E-2
0.048000	2.192491E-1	4.667477E-1	6.087172E-2
0.048063	2.016761E-1	5.093070E-1	6.216564E-2
0.048125	1.815927E-1	6.194605E-1	6.216564E-2
0.048188	1.589989E-1	5.743977E-1	6.216564E-2
0.048250	1.338946E-1	6.019361E-1	6.216564E-2
0.048313	1.188321E-1	6.444953E-1	6.216564E-2
0.048375	9.874868E-2	6.695302E-1	6.345955E-2
0.048438	7.615485E-2	6.870546E-1	6.410651E-2
0.048500	5.858187E-2	7.321174E-1	6.410651E-2
0.048563	4.100889E-2	7.922011E-1	6.410651E-2
0.048625	2.092548E-2	8.923406E-1	6.281260E-2
0.048688	-4.178772E-3	1.080102E+0	6.216564E-2
0.048750	-1.673090E-2	1.500688E+0	6.281260E-2
0.048813	-3.681431E-2	2.023917E+0	6.216564E-2
0.048875	-5.438729E-2	2.174126E+0	6.087172E-2
0.048938	-7.949154E-2	1.848673E+0	6.022476E-2
0.049000	-9.204367E-2	1.373010E+0	6.087172E-2
0.049063	-1.196584E-1	1.072592E+0	6.151868E-2
0.049125	-1.372313E-1	8.723127E-1	6.087172E-2
0.049188	-1.522939E-1	7.346209E-1	6.216564E-2
0.049250	-1.648460E-1	6.344814E-1	6.151868E-2
0.049313	-1.849294E-1	5.743977E-1	6.216564E-2
0.049375	-1.974815E-1	5.118105E-1	6.216564E-2
0.049438	-2.150545E-1	4.542303E-1	6.410651E-2
0.049500	-2.276067E-1	4.166780E-1	6.410651E-2
0.049563	-2.326275E-1	3.941466E-1	6.410651E-2
0.049625	-2.426692E-1	3.616013E-1	6.410651E-2
0.049688	-2.552213E-1	3.265525E-1	6.216564E-2
0.049750	-2.702839E-1	3.015176E-1	6.216564E-2
0.049813	-2.702839E-1	2.940071E-1	6.216564E-2
0.049875	-2.778152E-1	2.864967E-1	6.216564E-2
0.049938	-2.928777E-1	2.614618E-1	6.087172E-2
0.050000	-2.978986E-1	2.389304E-1	6.087172E-2
0.050063	-3.104507E-1	2.314200E-1	6.087172E-2
0.050125	-3.154716E-1	2.013781E-1	6.022476E-2
0.050188	-3.255133E-1	1.488049E-1	6.151868E-2
0.050250	-3.305341E-1	1.037421E-1	6.216564E-2
0.050313	-3.355550E-1	7.119678E-2	6.151868E-2
0.050375	-3.430862E-1	3.865145E-2	6.216564E-2
0.050438	-3.430862E-1	-6.411322E-3	6.216564E-2
0.050500	-3.455967E-1	-5.397758E-2	6.281260E-2
0.050563	-3.430862E-1	-7.901245E-2	6.410651E-2
0.050625	-3.330445E-1	-1.015438E-1	6.410651E-2
0.050688	-3.255133E-1	-1.491101E-1	6.410651E-2
0.050750	-3.204924E-1	-1.941729E-1	6.216564E-2
0.050813	-3.154716E-1	-2.192077E-1	6.216564E-2
0.050875	-2.978986E-1	-2.442426E-1	6.345955E-2
0.050938	-2.903673E-1	-2.692775E-1	6.281260E-2
0.051000	-2.778152E-1	-3.218507E-1	6.281260E-2
0.051063	-2.702839E-1	-3.493891E-1	6.022476E-2
0.051125	-2.552213E-1	-3.669135E-1	6.022476E-2
0.051188	-2.451796E-1	-3.994588E-1	6.087172E-2
0.051250	-2.301171E-1	-4.295006E-1	6.151868E-2
0.051313	-2.175650E-1	-4.645495E-1	6.216564E-2
0.051375	-1.949711E-1	-4.895843E-1	6.216564E-2
0.051438	-1.899503E-1	-5.096122E-1	6.216564E-2
0.051500	-1.698669E-1	-5.596820E-1	6.216564E-2
0.051563	-1.522939E-1	-5.972343E-1	6.410651E-2
0.051625	-1.297001E-1	-6.147587E-1	6.345955E-2
0.051688	-1.096167E-1	-6.473040E-1	6.345955E-2
0.051750	-9.204367E-2	-6.923668E-1	6.345955E-2
0.051813	-6.693941E-2	-7.574575E-1	6.410651E-2
0.051875	-4.685601E-2	-8.050237E-1	6.151868E-2
0.051938	-2.677260E-2	-8.926458E-1	6.281260E-2
0.052000	3.352505E-3	-1.082911E+0	6.216564E-2
0.052063	2.343591E-2	-1.440909E+0	6.087172E-2
0.052125	4.100889E-2	-1.941607E+0	5.957781E-2
0.052188	5.858187E-2	-2.146893E+0	6.022476E-2
0.052250	7.866527E-2	-1.889034E+0	6.022476E-2
0.052313	9.623825E-2	-1.418378E+0	6.087172E-2
0.052375	1.113008E-1	-1.077904E+0	6.087172E-2
0.052438	1.288738E-1	-8.651074E-1	6.216564E-2
0.052500	1.439363E-1	-7.299191E-1	6.151868E-2
0.052563	1.489572E-1	-6.498075E-1	6.216564E-2
0.052625	1.640197E-1	-5.747029E-1	6.151868E-2
0.052688	1.790823E-1	-5.096122E-1	6.410651E-2
0.052750	1.916344E-1	-4.595425E-1	6.345955E-2
0.052813	2.117178E-1	-4.320041E-1	6.410651E-2
0.052875	2.242700E-1	-3.994588E-1	6.410651E-2
0.052938	2.393325E-1	-3.644100E-1	6.151868E-2
0.053000	2.493742E-1	-3.393751E-1	6.281260E-2
0.053063	2.594159E-1	-3.318646E-1	6.281260E-2
0.053125	2.744785E-1	-3.168437E-1	6.216564E-2
0.053188	2.845202E-1	-2.792914E-1	6.216564E-2
0.053250	2.945619E-1	-2.592635E-1	6.151868E-2
0.053313	3.046036E-1	-2.617670E-1	6.151868E-2
0.053375	3.071140E-1	-2.517531E-1	6.022476E-2
0.053438	3.146453E-1	-2.217112E-1	6.087172E-2
0.053500	3.221766E-1	-1.691380E-1	6.281260E-2
0.053563	3.246870E-1	-1.290822E-1	6.216564E-2
0.053625	3.246870E-1	-1.065508E-1	6.281260E-2
0.053688	3.297078E-1	-4.646712E-2	6.216564E-2
0.053750	3.347287E-1	-1.404348E-3	6.281260E-2
0.053813	3.297078E-1	2.112704E-2	6.410651E-2
0.053875	3.271974E-1	5.116888E-2	6.345955E-2
0.053938	3.372391E-1	9.122468E-2	6.410651E-2
0.054000	3.322183E-1	1.287770E-1	6.410651E-2
0.054063	3.246870E-1	1.463014E-1	6.281260E-2
0.054125	3.196661E-1	1.763432E-1	6.281260E-2
0.054188	3.196661E-1	2.113921E-1	6.216564E-2
0.054250	3.121349E-1	2.614618E-1	6.281260E-2
0.054313	2.995827E-1	2.940071E-1	6.281260E-2
0.054375	2.895410E-1	3.090281E-1	6.151868E-2
0.054438	2.769889E-1	3.490839E-1	6.087172E-2
0.054500	2.594159E-1	3.916431E-1	6.087172E-2
0.054563	2.443534E-1	4.216850E-1	6.087172E-2
0.054625	2.267804E-1	4.392094E-1	6.216564E-2
0.054688	2.092074E-1	4.742582E-1	6.216564E-2
0.054750	1.841032E-1	5.143140E-1	6.216564E-2
0.054813	1.715510E-1	6.545093E-1	6.281260E-2
0.054875	1.489572E-1	5.693907E-1	6.345955E-2
0.054938	1.288738E-1	5.743977E-1	6.345955E-2
0.055000	1.188321E-1	6.269709E-1	6.475347E-2
0.055063	9.874868E-2	6.670267E-1	6.345955E-2
0.055125	7.364442E-2	6.920616E-1	6.410651E-2
0.055188	5.356102E-2	7.396278E-1	6.216564E-2
0.055250	3.598804E-2	8.197394E-1	6.281260E-2
0.055313	1.841506E-2	9.449138E-1	6.281260E-2
0.055375	-1.668347E-3	1.202773E+0	6.216564E-2
0.055438	-2.426218E-2	1.698463E+0	6.087172E-2
0.055500	-4.183516E-2	2.179133E+0	6.087172E-2
0.055563	-6.944984E-2	2.164112E+0	6.022476E-2
0.055625	-8.702282E-2	1.703470E+0	6.087172E-2
0.055688	-1.045958E-1	1.267864E+0	6.216564E-2
0.055750	-1.246792E-1	9.974870E-1	6.216564E-2
0.055813	-1.472730E-1	8.347604E-1	6.281260E-2
0.055875	-1.648460E-1	6.995721E-1	6.216564E-2
0.055938	-1.773981E-1	6.069430E-1	6.345955E-2
0.056000	-1.924607E-1	5.468593E-1	6.345955E-2
0.056063	-1.999920E-1	5.043001E-1	6.410651E-2
0.056125	-2.150545E-1	4.542303E-1	6.345955E-2
0.056188	-2.276067E-1	3.966501E-1	6.345955E-2
0.056250	-2.426692E-1	3.716152E-1	6.281260E-2
0.056313	-2.527109E-1	3.540908E-1	6.216564E-2
0.056375	-2.552213E-1	3.290560E-1	6.281260E-2
0.056438	-2.652630E-1	3.040211E-1	6.281260E-2
0.056500	-2.778152E-1	2.890002E-1	6.022476E-2
0.056563	-2.878569E-1	2.789862E-1	6.022476E-2
0.056625	-3.029194E-1	2.639653E-1	6.151868E-2
0.056688	-3.079403E-1	2.289165E-1	6.022476E-2
0.056750	-3.179820E-1	2.013781E-1	6.281260E-2
0.056813	-3.255133E-1	1.813502E-1	6.216564E-2
0.056875	-3.380654E-1	1.412944E-1	6.216564E-2
0.056938	-3.430862E-1	7.119678E-2	6.216564E-2
0.057000	-3.455967E-1	3.865145E-2	6.345955E-2
0.057063	-3.430862E-1	1.361657E-2	6.345955E-2
0.057125	-3.380654E-1	-1.392178E-2	6.345955E-2
0.057188	-3.380654E-1	-5.898455E-2	6.345955E-2
0.057250	-3.355550E-1	-1.065508E-1	6.410651E-2
0.057313	-3.330445E-1	-1.340892E-1	6.216564E-2
0.057375	-3.255133E-1	-1.591240E-1	6.281260E-2
0.057438	-3.129611E-1	-1.991798E-1	6.281260E-2
0.057500	-3.079403E-1	-2.367321E-1	6.216564E-2
0.057563	-2.978986E-1	-2.592635E-1	6.151868E-2
0.057625	-2.853464E-1	-2.792914E-1	6.087172E-2
