1.200000000000000000e+01 3.740000000000000000e+02
4.800000000000000000e+01 3.840000000000000000e+02
8.400000000000000000e+01 3.920000000000000000e+02
1.200000000000000000e+02 4.180000000000000000e+02
2.240000000000000000e+02 4.260000000000000000e+02
3.000000000000000000e+02 4.430000000000000000e+02
3.360000000000000000e+02 4.510000000000000000e+02
3.720000000000000000e+02 4.590000000000000000e+02
4.080000000000000000e+02 4.670000000000000000e+02
4.600000000000000000e+02 4.780000000000000000e+02
4.960000000000000000e+02 4.850000000000000000e+02
5.480000000000000000e+02 4.960000000000000000e+02
5.840000000000000000e+02 5.040000000000000000e+02
6.200000000000000000e+02 5.110000000000000000e+02
6.560000000000000000e+02 5.180000000000000000e+02
6.920000000000000000e+02 5.350000000000000000e+02
7.840000000000000000e+02 5.420000000000000000e+02
8.200000000000000000e+02 5.490000000000000000e+02
8.560000000000000000e+02 5.560000000000000000e+02
8.920000000000000000e+02 5.610000000000000000e+02
9.280000000000000000e+02 5.680000000000000000e+02
9.640000000000000000e+02 5.740000000000000000e+02
1.000000000000000000e+03 5.800000000000000000e+02
1.036000000000000000e+03 5.860000000000000000e+02
1.072000000000000000e+03 5.920000000000000000e+02
1.108000000000000000e+03 5.980000000000000000e+02
1.144000000000000000e+03 6.050000000000000000e+02
1.188000000000000000e+03 6.110000000000000000e+02
1.224000000000000000e+03 6.160000000000000000e+02
1.260000000000000000e+03 6.220000000000000000e+02
1.296000000000000000e+03 6.270000000000000000e+02
1.332000000000000000e+03 6.320000000000000000e+02
1.376000000000000000e+03 6.330000000000000000e+02
1.412000000000000000e+03 6.240000000000000000e+02
1.448000000000000000e+03 6.150000000000000000e+02
1.484000000000000000e+03 6.070000000000000000e+02
1.520000000000000000e+03 5.980000000000000000e+02
1.556000000000000000e+03 5.900000000000000000e+02
1.592000000000000000e+03 5.820000000000000000e+02
1.628000000000000000e+03 5.730000000000000000e+02
1.664000000000000000e+03 5.660000000000000000e+02
1.700000000000000000e+03 5.580000000000000000e+02
1.736000000000000000e+03 5.500000000000000000e+02
1.772000000000000000e+03 5.420000000000000000e+02
1.808000000000000000e+03 5.350000000000000000e+02
1.844000000000000000e+03 5.270000000000000000e+02
1.880000000000000000e+03 5.200000000000000000e+02
1.916000000000000000e+03 5.130000000000000000e+02
1.952000000000000000e+03 5.060000000000000000e+02
1.988000000000000000e+03 4.990000000000000000e+02
2.024000000000000000e+03 4.920000000000000000e+02
2.060000000000000000e+03 4.860000000000000000e+02
2.096000000000000000e+03 4.790000000000000000e+02
2.132000000000000000e+03 4.730000000000000000e+02
2.168000000000000000e+03 4.650000000000000000e+02
2.208000000000000000e+03 4.590000000000000000e+02
2.244000000000000000e+03 4.520000000000000000e+02
2.280000000000000000e+03 4.460000000000000000e+02
2.316000000000000000e+03 4.400000000000000000e+02
2.352000000000000000e+03 4.340000000000000000e+02
2.388000000000000000e+03 4.280000000000000000e+02
2.424000000000000000e+03 4.220000000000000000e+02
2.460000000000000000e+03 4.160000000000000000e+02
2.496000000000000000e+03 4.110000000000000000e+02
