2.708050201102210064e+00	6.652863029353347279e+00
3.401197381662155461e+00	6.171700597410914924e+00
3.806662489770319624e+00	5.940171252720431561e+00
4.094344562222100414e+00	5.710427017374869685e+00
4.317488113536310124e+00	5.220355825078324408e+00
4.499809670330265021e+00	5.056245805348307698e+00
4.653960350157523074e+00	4.919980925828125073e+00
4.787491742782045812e+00	4.779123493111529619e+00
4.905274778438429628e+00	4.700480365792416571e+00
5.010635294096255521e+00	4.488636369732139642e+00
5.105945473900580289e+00	4.304065093204170189e+00
5.192956850890210418e+00	4.110873864173311354e+00
5.272999558563746803e+00	4.189654742026425183e+00
5.347107530717468471e+00	4.219507705176106960e+00
5.416100402204420128e+00	3.871201010907891149e+00
5.480638923341991209e+00	3.988984046564274522e+00
5.541263545158425785e+00	3.931825632724325725e+00
5.598421958998375025e+00	3.828641396489095072e+00
5.652489180268650770e+00	4.007333185232471173e+00
5.703782474656200918e+00	3.367295829986474143e+00
5.752572638825633078e+00	3.332204510175203804e+00
5.799092654460525686e+00	3.610917912644224348e+00
5.843544417031360183e+00	3.891820298110626464e+00
5.886104031450155816e+00	3.258096538021482136e+00
5.926926025970410628e+00	3.555348061489413514e+00
5.966146739123692200e+00	3.367295829986474143e+00
6.003887067106538744e+00	3.433987204485146272e+00
6.040254711277413868e+00	3.178053830347945752e+00
6.075346031088684207e+00	3.218875824868200564e+00
6.109247582764365525e+00	3.555348061489413514e+00
6.142037405587355892e+00	3.178053830347945752e+00
6.173786103901936606e+00	3.401197381662155461e+00
6.204557762568690293e+00	3.258096538021482136e+00
6.234410725718371182e+00	3.332204510175203804e+00
6.263398262591623578e+00	3.044522437723423014e+00
6.291569139558320423e+00	2.890371757896164517e+00
6.318968113746434412e+00	2.995732273553990854e+00
6.345636360828596167e+00	3.295836866004329124e+00
6.371611847231856807e+00	2.833213344056216165e+00
6.396929655216146315e+00	2.833213344056216165e+00
6.421622267806517570e+00	2.639057329615258407e+00
6.445719819385578475e+00	2.833213344056216165e+00
6.469250316795772449e+00	3.178053830347945752e+00
6.492239835020471084e+00	2.397895272798370669e+00
6.514712690872530132e+00	3.091042453358316067e+00
6.536691597591304692e+00	2.833213344056216165e+00
6.558197802812268939e+00	2.484906649788000355e+00
6.579251212010101213e+00	2.302585092994045901e+00
6.599870499212836528e+00	2.564949357461536739e+00
6.620073206530356025e+00	2.772588722239781145e+00
6.639875833826535789e+00	2.197224577336219564e+00
6.659293919683637597e+00	2.197224577336219564e+00
6.678342114654332029e+00	2.639057329615258407e+00
6.697034247666484141e+00	3.044522437723423014e+00
6.715383386334680793e+00	2.833213344056216165e+00
6.733401891837359265e+00	2.564949357461536739e+00
6.751101468936759886e+00	2.484906649788000355e+00
6.768493211648629604e+00	2.890371757896164517e+00
6.785587645007929325e+00	2.302585092994045901e+00
