1.053089269000000000e+09 1.023000000000000000e+03 1.010000000000000000e+02
1.053089310000000000e+09 1.023000000000000000e+03 6.500000000000000000e+01
1.053089348000000000e+09 1.023000000000000000e+03 4.300000000000000000e+01
1.053089387000000000e+09 1.023000000000000000e+03 2.900000000000000000e+01
1.053089429000000000e+09 1.023000000000000000e+03 1.900000000000000000e+01
1.053089467000000000e+09 1.023000000000000000e+03 1.300000000000000000e+01
1.053089506000000000e+09 1.023000000000000000e+03 8.000000000000000000e+00
1.053089547000000000e+09 1.920000000000000000e+02 6.000000000000000000e+00
1.053089588000000000e+09 3.000000000000000000e+00 1.000000000000000000e+00
1.053089626000000000e+09 3.000000000000000000e+00 1.000000000000000000e+00
1.053089663000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053089703000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053089744000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053089781000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053089819000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053089859000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053089899000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053089937000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053089974000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090013000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090053000000000e+09 9.970000000000000000e+02 1.000000000000000000e+00
1.053090092000000000e+09 1.007000000000000000e+03 6.820000000000000000e+02
1.053090133000000000e+09 1.014000000000000000e+03 4.350000000000000000e+02
1.053090172000000000e+09 1.018000000000000000e+03 2.850000000000000000e+02
1.053090214000000000e+09 1.020000000000000000e+03 1.800000000000000000e+02
1.053090256000000000e+09 1.022000000000000000e+03 1.140000000000000000e+02
1.053090295000000000e+09 1.023000000000000000e+03 7.600000000000000000e+01
1.053090334000000000e+09 1.023000000000000000e+03 5.000000000000000000e+01
1.053090375000000000e+09 1.023000000000000000e+03 3.200000000000000000e+01
1.053090414000000000e+09 1.023000000000000000e+03 2.200000000000000000e+01
1.053090452000000000e+09 1.023000000000000000e+03 1.400000000000000000e+01
1.053090491000000000e+09 1.023000000000000000e+03 1.000000000000000000e+01
1.053090533000000000e+09 1.023000000000000000e+03 6.000000000000000000e+00
1.053090573000000000e+09 5.000000000000000000e+00 1.000000000000000000e+00
1.053090613000000000e+09 3.000000000000000000e+00 1.000000000000000000e+00
1.053090653000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053090692000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090730000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090767000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090807000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090848000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090885000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090922000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053090962000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091001000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091039000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091076000000000e+09 1.004000000000000000e+03 8.090000000000000000e+02
1.053091118000000000e+09 1.011000000000000000e+03 5.110000000000000000e+02
1.053091157000000000e+09 1.017000000000000000e+03 3.330000000000000000e+02
1.053091196000000000e+09 1.019000000000000000e+03 2.190000000000000000e+02
1.053091238000000000e+09 1.019000000000000000e+03 1.400000000000000000e+02
1.053091280000000000e+09 1.022000000000000000e+03 9.100000000000000000e+01
1.053091319000000000e+09 1.023000000000000000e+03 5.900000000000000000e+01
1.053091360000000000e+09 1.023000000000000000e+03 3.700000000000000000e+01
1.053091399000000000e+09 1.023000000000000000e+03 2.600000000000000000e+01
1.053091437000000000e+09 1.023000000000000000e+03 1.700000000000000000e+01
1.053091479000000000e+09 1.023000000000000000e+03 1.000000000000000000e+01
1.053091517000000000e+09 1.023000000000000000e+03 7.000000000000000000e+00
1.053091558000000000e+09 1.100000000000000000e+01 1.000000000000000000e+00
1.053091596000000000e+09 3.000000000000000000e+00 1.000000000000000000e+00
1.053091636000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053091673000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053091710000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053091748000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053091788000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091828000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091866000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091903000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053091944000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053091982000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053092018000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092056000000000e+09 9.980000000000000000e+02 2.460000000000000000e+02
1.053092097000000000e+09 1.009000000000000000e+03 6.410000000000000000e+02
1.053092138000000000e+09 1.015000000000000000e+03 4.200000000000000000e+02
1.053092177000000000e+09 1.018000000000000000e+03 2.700000000000000000e+02
1.053092219000000000e+09 1.021000000000000000e+03 1.720000000000000000e+02
1.053092261000000000e+09 1.022000000000000000e+03 1.090000000000000000e+02
1.053092300000000000e+09 1.023000000000000000e+03 7.200000000000000000e+01
1.053092342000000000e+09 1.023000000000000000e+03 4.600000000000000000e+01
1.053092380000000000e+09 1.023000000000000000e+03 3.100000000000000000e+01
1.053092419000000000e+09 1.023000000000000000e+03 2.100000000000000000e+01
1.053092460000000000e+09 1.023000000000000000e+03 1.400000000000000000e+01
1.053092498000000000e+09 1.023000000000000000e+03 1.000000000000000000e+01
1.053092537000000000e+09 1.023000000000000000e+03 6.000000000000000000e+00
1.053092579000000000e+09 4.000000000000000000e+00 1.000000000000000000e+00
1.053092616000000000e+09 3.000000000000000000e+00 1.000000000000000000e+00
1.053092656000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053092694000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053092734000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092774000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092812000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092849000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092889000000000e+09 2.000000000000000000e+00 1.000000000000000000e+00
1.053092926000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053092964000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053093001000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053093042000000000e+09 1.000000000000000000e+00 1.000000000000000000e+00
1.053093080000000000e+09 1.005000000000000000e+03 7.830000000000000000e+02
1.053093119000000000e+09 1.012000000000000000e+03 5.030000000000000000e+02
1.053093159000000000e+09 1.017000000000000000e+03 3.290000000000000000e+02
